sentence,lable
아 나는 확실한 랭 커 급 실력을 보여준다.,1
딜러로서의 실력은 마스터 ~ 그랜드 마스터 정도이다.,1
예전 만큼의 실력은 아니지만 여전히 아 나와 자리야 는 매우 잘 다루며 위도 우나 맥 크리 같은 딜러 영웅도 꽤 괜찮게 플레이 한다.,1
[65] 예전에는 원 딜 로 다이아를 찍을 만큼 실력이 좋았다.,1
현재는 실버 티어이지만 예전에 다이아를 찍은 경험이 있어서 실버 가성 비로 롤 멸망 전에서 인기가 좋다.,0
서든 어택 프로 게이 머 출신답게 실력은 말할 것도 없이 잘한다.,1
또 한 배 그 BJ 대부분이 FPS 게임 출신들이 많아서 실력이 좋기 때문에 더 시청하는 재미가 있다.2020,1
연인인 태경이 한때 꽤 실력자였던,1
"과거 메인으로 하던 게임은 클래 시 오브 클 랜과 클래 시 로얄이였으나 브롤스타즈를 거쳐, 현재는 카트 라이더 러 쉬 플러스를 메인으로 하고 있다 클래 시 오브 클 랜: 유 튜브의 시작부터 함께 했던 게임. 과거 그가 운영하던 클 랜은 실력파 클 랜으로 유명했으며, 테드 본인 또한 실력파 유저로 유명했었다.",1
"그 결과, 테 드는 역대 최초로 킹스컵에서 준우승까지 하는 압도적인 실력을 보여주었다.",1
가령 극 카운터인 다리 우스의 경우 탑에서 답이 안 나오자 로 밍 위주의 플레이를 펼치는 예가 대표적. [69] 탈론 장인이라고 불렀던 전성기 시절 [70 ]에는 엄청난 실력을 선보인 적 있다.,1
평소엔 즐겜모드를 보여주지만 오버킬이나 고스트와 같은 플레이 영상에서는 그의 실력을 확인할 수 있으며 진지하게 빡겜하면 어떤 플레이가 나오는지도 확실하게 보여준다.,1
"덕분에 맥큐뭅의 채널은 게임 실력만을 컨텐츠로 삼는 타 비트 세이버 채널에 비해, 실력뿐만 아니라 춤이라는 개성적인 강점이 하나 더 있는 셈이다.",1
군림 보가 배틀 그라운드 또는 오버워치에서 뛰어난 피지 컬 과 실력을 보여주면 ' 역시 Pi G 컬 죽이십니다,1
"본인이 이름 값이 높아 졌으니 망정이지... 뭐 실력 자체는 상당히 좋으니 당연히 높아 질 수밖에 없지만... 사실 군림보보다 잘한다고 공인된 세계 최고의 딜러 들인 타이 무 , 새별 비 같은 사람들도 본인이 루시 우를 할 때 약간의 불만을 가질지언정 계속 루시 우를 꿋꿋 히 플레이해 준다.",1
보통 즐겜을 지향하는 군 림보의 빡겜 실력을 볼 수 있는 기회다.,1
"이는 그만큼 파 밍 실력과 초중반 생존력이 뛰어나다는 반증이지만. 솔로, 듀오, 스쿼드를 가리지 않고 고루 플레이하는 편으로, 빠르게 늘어난 실력 덕분에 치킨을 뜯는 판수가 눈에 띄게 많아 졌다.",1
처음에는 맵을 몰라서 맵 사진을 휴대폰으로 직접 찍어 그걸 보면서 하거나 임 포스터에 걸려도 어설픈 플레이로 킬 하자마자 걸리는 뉴 비다운 모습을 보여주었으나 며칠 지나지 않아 놀라운 실력 향상으로 매 판마다 추리를 이끌어 나가는 한편 임 포스터가 걸리면 문 닫기와 사보 타지를 시기적 절하게 이용하여 살인 현장에서 유유히 빠져나가고 뛰어난 연기를 동반한 정치로 의심 선상에서도 자연스레 멀어 지는 지능적 플레이를 보여주고 있다.,1
"심지어 첫 킬 을 했던 판을 유 튜브에 업 로드할 지경. 관련내용 하지만 최근 배틀 그라운드 방송에 자신감을 보이고, 침착한 샷과 어중간하지만 확실하다 고 짐작되는 상황 판단 능력을 통해서 우수한 성적을 내는 중. 초창기 사람이 많이 떨어지는 지역을 상당히 기피하며 오래 살기 위한 노력을 한 데에 반해, 실력이 붙기 시작하자 밀 베, 포 친 키를 주로 가서 킬 을 여럿 해내고 유유히 떠나는 여유로운 모습까지 보여주고 있다.",1
"실력이 있을 때는 정말 실력이 있고, 예능일 때는 완전 예능인 플레이를 보여주면서 시청자를 들었다 놨다 하며 진지 + 꿀 잼의 요소를 두루두루 갖춘 방송이라는 평. ",1
"랭크 시스템이 패치된 이후 많은 저격 러들의 노력 끝에 배치고사에서 0승 1 탑 9패를 기록, 실버 티어를 받았다.",0
문제는 이게 하루 이틀이 아닌 것도 있지만 PVP 실력이 정말 영 좋기 않기 때문 상황에 맞게 스킬도 잘못 쓰고 죽으면 또 찾아온다. ,0
게임 실력이 우수하여 공방 [32 ]에서 핵 스쿼드나 핵 사용자들을 자주 만나는 편이다.,1
출전 경험이 많아 팀 게임에 대한 이해도가 높은 정글 러이며 침착 맨도 한때 높은 티어를 찍어 봤던 실력자이다.,1
"[48] 승급 전 전 마지막 경기를 브론즈 1 99LP에서 승리를 한 덕분인지, 승급 전에서 2승을 받고 시작하였다.",0
실력은 하스 스톤 등급 전 전설을 달성한 적이 있고 대회까지 출전할 정도로 나름 준수한 실력. ,1
"이른바 ' 금 병 건 프로젝트' 로, 실버에서 골드로 승급하는 것이 목표. 신 정민에게 개인 과외까지 받아 가며 열심히 영웅 리그를 돌렸지만 계속 심해에서 허우적대던",0
딘 하나만큼은 천상계 실력으로 신 정민 해설에게 인정받으면서 침착 맨의 최주력 픽이 되었다.2016,1
여기서 실버 전문가로 나와서 네 클 릿과의 만담을 펼쳤는데 엄청난 꿀 잼을 선사했다.,0
년 11월 5일 새벽 히오스를 하다 실버 2로 떨어지며 영걸 전에 이어 한 조 재흥 프로젝트 2 탄 삼국지 공명 전을 시작했다.,0
실력은 스쿼드를 같이 하는 타 스트 리머들에게 묻어 가는 수준이라서 짐짝 맨이라는 별명이 붙었다.6,0
[45 ]7 월 11일부터 따 효 니와 듀오를 하면서 실버 켠 왕 중이다.,0
"영상이후에도 롤에 재미를 붙였는지, 2차 북벌을 대비한다는 명목하에 틈 틈 히 솔 랭을 돌렸고, 북벌 실패 후 17전 11승 6패라는 고승률을 기록하며 실버 승급 전에 도달했고 [48], 재 넌 지원금 회식 다음 날인 7월 21일 방송을 켜고 승급 전 한 판을 진행, 승리를 거두며 실버 4에 도달하였다.",0
"승급 후에도 연승을 거듭 하며 실버 3에 진입하였으나, 거짓말 같은 4 연 패를 기록했고, 이후 철면 수심과의 듀오마저 패배하여 5 연패로 다시 실버 4로 복귀했고, 철면 수심과의 듀오는 총 3 연 패를 기록. 아픔만 남기고 끝나게 되었다.",0
"본인 피셜에 따르면 게임 내에서의 기본 적인 피지 컬 은 다른 천상계 유저들에 비하면 모자란 편이라고. 스킬 샷이 빗맞거나 반대로 적의 스킬을 못 피했을 때 항상 ""1 년만 젊었어도!!!"" 라는 말을 자주 내뱉으며 한탄한다.2018",0
"각 챔피언 별 상대 법과 갱 호응 및 회피, 한 타 운영 법은 여타 천상계 유저들에게도 밀리지 않는다.",1
무엇보다도 개리 형이 천상계에 있을 수 있는 가장 큰 이유는 팀원에 대한 배려가 기본적으로 배어 있다.,1
"소환 사들의 어머니 한편 개리 형 자신은 마스터 티어를 찍을 정도로 꽤 실력자 이지만, 프로 게이 머들처럼 피지 컬 좋은 실력 방송이 아니라 그냥 재미있게 편안히 볼 수 있는 방송을 추구하고 있다.",1
이 들 뿐만 아니라 천상계 네 임드 유저들을 게임 내에서 종종 만나기도 한다.,1
"골드, 실버까지 내려갈 거라는 암시 2월 10일, 드디어 통한의 마스터 승급에 성공했고, 이후 2월 15일, 45LP 로 그랜드 마스터 승급에 성공했다.",1
"오른 의 아버지 라 불릴 정도로 오른 을 많이 플레이했고, 연구도 많이 했으며, 그만큼 실력과 숙련도 역시 프로 게이 머에게 인정 받을 정도로 좋다.",1
너구리와 플 레 임과의 대화에서 오른 의 킬 콤보를 개리 형 콤 보 [8 ]라고 칭한다는 사실이 드러나기도 하는 등 천상계 유저들에게 오른 의 교과서 같은 존재이다.,1
2019년 4월 27일 오전 12:27에 오른으로 7 연승에 성공하며 마스터 티어를 달성할 만큼 엄청난 이해도와 실력을 자랑한다.,1
"전 여 친 시즌 8부터 너무 구려서 플레이 빈도가 줄었고, 픽 하더라도 후픽으로 골라야 했지만, 그래도 오른 다음으로 많이 플레이한 챔피언. 본인 왈 무상성 챔피언. 라인 전 상대로 뭘 만 나도 져서 무상성이라고. 똥 챔이 긴 하지만 본인 실력이 실력인지라 마 오 카이로 갱을 당했을 때 갱 승을 하여 더블 킬 을 하는 무서운 상황 대처 능력도 보여준다.",1
에 출연한 뒤 엄청난 실력과 듀오 승률을 자랑하며 듀오를 하는 모습이 자주 보인다.,1
아이템 전도 상당한 실력을 보유하고 있는 하이브리드 선수이기도 하다.,1
스피드 전에서의 임팩트 때문에 아이템 전 실력이 저 평가 되고 있는 편이지만 과거 이 은택을 꺾고 아이템 전에서 우승한 적이 있을 정도로 뛰어난 편. 아이템 전 평가로는 어느 팀이든 에이스 전문 선수로 뛰어도 괜찮은 정도이다.,1
"만약 스타 2 까지도 재능이 있었다면 정말 오랜만에 2 종목 최강자가 나왔을 판. [108] [109] 상대를 추격하다가 빈 라인을 보고 파고들거나 따라오는 선수를 막는 블로킹, 사고 회복 능력 등 멀티 플레이 능력에서는 정점을 찍은 선수이지만 아무래도 타임 어택 영상을 잘 내지 않다 보니 타임 어택은 멀티 실력에 비해 저 평가되는 경향이 있었다.",1
현역 프로 게이 머들도 아슬아슬 하게 통과하거나 버거워 했던 프로 라이센스 획득 미션인 연습 카트 X로 공동묘지 마왕의 초대 트랙 1분 51초 이내로 주행하는 미션을 패치 된 지 하루도 채 안 넘기고 문호 준 은 무려 2초를 남기면서 통과 하는 천상계급 주행 실력을 보여줬다.,1
"심지어 이 둘이 2019 시즌 2 개인 전에서 문호 준 을 제치고 각각 준우승, 3위를 기록 하기까지.",1
카트 라이더를 손이 아닌 다른 신체 부위를 이용하여도 일반인을 웃도는 실력을 보여주었다.,1
[138] 타 선수들이 시스템에 대한 높은 지식과 이해도를 바탕으로 경기를 풀어 나가는 경우도 있다는 것을 생각하면 [139] 그걸 뛰어넘는 실력으로 대회 우승을 여러 번 해낸 게 정말 대단할 정도. ,1
"종합게임 스트리머를 표방하며, 2020년 상반기에 주로 하는 게임은 배틀 그라운드 / 리그 오브 레 전드 . 그 외에 스팀 게임도 자주 하는 편. 게임적 지능 및 실력은 나쁘지 않으나, 성격이 급해서 지능성 게임이나 차분히 살펴보고 판단해야 하는 게임 쪽은 약한 면이 있다.",0
일주일간 진행된 1 시즌에서 팀장을 맡으며 잠을 바치고 영혼을 갈아 넣어 괴 랄한 건축 실력을 과시했다.,1
게임이 잘 안될 때는 그냥 평범한 실력처럼 보일 수 있으나 잘 될 때는 엄청난 실력을 보여준다.,1
다만 2020년 들어서는 방송에 선 공방에 들어가기보다는 속칭 ' 친구 죽이기' 라 불리는 지인들 로만 구성된 팟을 짜서 5 인 합방으로 하는 편이며 대부분 초보인 지인들을 그러모으는데 다가 심지어 본인 실력까지 좋다 보니 살인마든 생존자 마든 상대를 놀리는 것을 즐긴다.,1
상당한 실력을 가지고 있다.,1
장래 희망 로이 조라는 아이디로 2014년 8 월말에 실버 2 티어를 유지하고 있었다.2014,0
년 9월 3일 저녁 8시에 테 디 갓 과의 듀오로 실버 승급에 성공하였다.9,0
월 12일 테 디 갓과 듀오로 실버 1 티어 80 점 근처까지 올라가고 한 판만 더하면 골드 티어 승급 전이었으나 그 계정은 2014년 10월 31일에 영정을 먹었다.2014,0
년 1월 16일 프리 시즌 배치고사에서 아이 센스 PC 방 감동 아이디는 9승 1패로 실버 1에 배치되었다.2015,0
년 1월 22일 시즌 5 배치고 사에서 fhfdmsskaxktdlek[10] 아이 디는 9승 1패로 실버 1에 배치되었다.2015,0
"웃긴 건 정작 다이 아 티어 나 챌린저와 듀오를 할 때는 비슷하게 갈 수 있는 블라 디, 블크, 트페 정도만 하면서 양학방송을 할 때는 뽀삐 [16] 라 던가, 라인을 이상하게 서면서 티 어의 실력 차로 밟아 놓고 여러분도 점수 올릴 수 있어요",1
"하지만 그의 리 즈 시절 에는 "" 챌린저가 대단한 건 컨트롤이 좋다는 사실이 아니라 라인 전에서 2~3 데스를 해도 어떻게든 상대와 CS를 비슷하게 먹는다는 것."" 이라는 말도 했었고, 본인의 솔 랭 파괴 미드 시리즈도 엄청난 컨트롤이라 기보다는 그의 가공할 CS 수급력을 기반으로 상대와 차이를 계속해서 벌려 나가는 방식이었다.",1
"듀오에 많이 의지하긴 했지만 슈퍼 계정 정글을 상대로 자 르 반, 렉사이로 정글 차이를 내며 터트리는 등 다이아 정도 실력은 되는 듯 .",1
다이아 카드인데 골드한테 솔 킬 을 따 이는 등 매판 팀 패배의 원흉이 되었다.,0
"페 이 커가 될 수 없는 이유 보통 브론즈, 실버인 시청자가 참여하는 편이다.",0
"게다가 후에 매칭 메커니즘이 바뀌면서 챌린저는 챌린저끼리 만나게 되자, 귀신 같이 연 패를 기록하는 중 .2020 년 12월 말 감스트가 주최하는 천상계 롤 대회인 GGC에 참가하게 되었다.",1
"처음에는 숙련도가 낮은 탈리야처럼 엉거주춤 한 모습을 자주 보여주었지만, 어느 정도 실력이 붙자 나쁘지 않은 명중률의 Q 와 빠른 정글 링을 통한 데 미 지로 상대에게 지옥을 보여주고 있다.",1
칸 (Khan) 現 담 원의 탑 라이너. 시즌 7 때 LCK 최고의 탑 솔 러라고 들을 정도의 실력을 지니고 있었다.,1
저라 뎃과 수찬이 처음 만나게 된 썰 즈려 방송국 저라 뎃 방송을 즐겨 보는 고등학생 천상계 정글 러이다.,1
멸망 전이나 천상계 솔 랭에서 치열한 선의의 경쟁을 벌이면서 시청자들에게 재미를 선사하고 있다.,1
"물론 실력적으로는 정말 잘하지만, 핑 을 찍어도 바 텀에 정글 러가 갱 킹을 안 오거나, 상대 정글이 와서 계속 우지 자신을 괴롭히면 트롤한다 선언하고 계속 트롤링을 한다.",1
"삼식 생방송에서 가끔 씩 노래를 부르는데, 노래 실력 또한 출중한 편이다.",1
"플레이하는 게임 중에서는 특히 FPS 게임을 즐겨 하는데, 실력이 매우 좋다.",1
양 띵 TV 내에서는 마인 크래프트를 포함한 게임 컨트롤 실력이 최상 위권에 속한다.,1
"컨트롤과 실력, 두뇌 회전 모두 양 띵 TV 최상 위권에 속하나 특유의 말투와 어 그로 때문에 대규모 콘텐츠에 있어 집중 견제를 받아 광탈하는 경우도 잦다.",1
종종 영어 감탄사를 내뱉기도 하지만 전반적인 영어 실력이 좋은 편은 결코 아니다.,0
그래도 욕이 반일 것 같은... 게임에 따라 크게 달라지는데 전체적으로는 무난하게 잘하는 편. 실력에 비해 자존심이 센 컨셉이 주된 웃음 포인트이다.,1
심지어 처음 해보는 유저에게 농락 당하며 암에 걸리는 플레이 실력을 보여주었다.,0
버그가 고쳐 지면 할 거 같다 최근 거의 데 바데 대신에 하게 된 뒷 풀이 게임. 수탉 본인이 딱히 FPS 게임을 특기로 하는 것도 아닌지라 실력은 그다지 좋다 고는 못할 수준... 이지만 이런저런 현질 템을 지른 데다,0
"방송 시간이 변경되며 방종 시간인 2시가 넘어가면 이상하다 싶을 정도로 실력이 떨어져 보일 때가 있는데 이럴 때면 시청자들 사이에서 ""2 시의 요정"" 이 왔다는 말이 올라온다.",0
Forest 포 레스트 합방을 하는 경우에는 타 비제이나 스트 리머들도 실력을 알아주는 듯 비교적 정상적인 진행을 묵묵하게 이끈다.,1
"오오 준 프로 오오 가끔 시청자가 ""1 등하면 얼마를 주겠다"" 등의 미션을 줘서 혹은 다른 이유로 진지한 플레이를 해 엄청난 인코스 등의 리그에서도 뒤쳐지지 않을 정도의 실력을 보여주기도 했다.",1
MysTic에 들어가 연방도 자주 했고 선수들과 1 대 1도 자주 했으며 죽지 않은 블로킹 실력을 보여주기도 했다.,1
WKC 투어링 랠리 맵에서 리 타이어했다 블로킹 실력이 뛰어나다는 평가를 자주 받았다.,1
디 펜은 박 민수 블로킹 실력이 뛰어나기 때문인지 개인전보다는 팀 전에서 좋은 활약을 펼칠 때가 많았다.,1
또 블로킹 플레이를 하면 하이라이트를 모아서 편집했을 때 실력이 더 좋아 보이는 효과가 있다 고도 말하였다.,1
"원래는 카트 라이더 실력하면 문호 준, 카트 라이더 방송하면 김 택 환이었는데 어떻게 운이 좋아서 사람들이 블로킹 플레이를 보고 엄청 잘하는 줄 알고 자신의 방송에 많이 오게 되었다고",1
# 항상 형 독에게 농락당하는 콘셉트로 등장해서 잘 드러나지는 않지만 코 믿은 카트 라이더 선수가 아닌 평범한 대학생임에도 불구하고 웬만한 프로 카트 라이더 선수들에게 결코 밀리지 않는 수준의 카트 라이더 실력을 가진 명실상부 톱 랭 커 이다.,1
"TriplePerfect 시절의 형 독 외의 길드 친선 멤버는 주로 전 대웅, 이중선, 이 중대. 형 독은 이 중대와 함께 TriplePerfect 길드 최고의 블로커로 꼽혔기 때문에 문명 주, 장 진형, 황 선 민, 박 건웅, 이 재인 등에 비해 주행 실력이 떨어짐에도 불구하고 [44] TriplePerfect 주전으로 항상 출전하였다.",1
넹브 딱 서 넹은 브론즈 [16] 가 딱의 줄임말이다.,0
"시즌 2 중반에 롤을 시작하여 시즌 3~2019 시즌까지 모든 시즌에서 챌린저 1위에 도달 했던 솔 랭 전사이 자, 대리와 인성 문제로 물의를 일으켰고 매우 뛰어난 실력으로 유명한 아마추어. 매 시즌 꾸준히 챌린저 1위를 달성했던",1
[30] 덕분에 중국은 나름 롤 실력을 한국에 견줄 정도로 자부하고 있었는데 프로도 아닌 한 일반인이 중국 랭크와 한국 랭크에서 동시 1위 찍고 가버리니 중국인들 입장에서 굉장히 당황했었다.,1
[34] 시즌 3 서 머 시즌 무렵 롤챔스에서 김동 준 이 ' 카 사 딘 은 요즘 천상계에서 밴 리스트에 오르고 있고 연구도 되고 있다' 는 언급을 자주 한 이유가 바로 이 유저 때문. 그야 챌린저 꼭대기에서 카 사 딘 승률 7~80% 대를 찍고 있으면 프로들도 혹할 만하다.,1
"[42] 만약 게임 실력자들 만 따지는 게 아니라 보다 많은 사람들을 놓고 따진다면, 풍월 량의 게임 실력은 분명 평균적이다.",0
[43] 즉 풍월 량은 게이 머로서 일반적인 게임 실력을 가지고 있다.,0
"한편, 게임 실력을 가늠하는 일반적 기준인 ' 클리어 여부 '를 가지고 따진다면 풍월 량의 실력은 오히려 평균 이상이라고 말할 수 있다.",1
예시 또 전 성우 지망 생이였던 만큼 연기 실력은 멤버들 중 가장 좋다.,1
"확실히 방송에서 레인 보우 식스, 카스 2, 글옵 등을 할 때 실력을 보여준다.",1
인 큐로 돌려도 가기 힘든 플 레 1를 솔랭으로 가는 등 실력이 상당히 좋다.,1
"배그 영상을 주로 올리지만, 실력은 그리 좋지 못한 편. [9] 배틀 그라운드 이외에도 롤, 카트 라이더 등 다른 게임도 하며 아내와 함께 슈퍼 버니 맨이나 항아리 게임을 히는 등 다른 게임도 가끔 하고는 한다.",0
"과거 서포터로 골드 1 티어를 찍었던 모습도 보여주었으나 [7], 라인별 티 어가 도입된 시즌 9 때 브론즈 2로 배치 결과를 받았다.",0
쌍 절곤 실력이 좋지 않기 때문에 할 때마다 자신의 온 몸을 때리고 아파한다.,0
하지만 아직 많이 해보지 않았는데도 몇 번만에 급격히 실력이 오르고 있다.,1
"대회 이후 컨텐츠 등으로 시청자가 늘어난 때도 있었다, 평소 좋아하는 재 넌의 1:1 컨텐츠에서 재 넌의 눈에 나 르 본 좌라는 이름으로 뜨게 된 후 재 넌 롤 고정 멤버에 합류하게 되고 재 넌 방송에서 나 르 실력을 뽐내면서 점차 성장하기 시작한다.",1
년 아프리카 BJ 시절 나 르 장인다운 모습을 보이며 게임을 캐리하고 불리했던 게임을 뒤집는 등 실력파 및 꿀 보이스 BJ로서 팬들을 확보했고 병맛 + 나 르 장인 + 자낳괴의 모습을 보여주며 시청자들의 사랑을 받았다.,1
최근 들어서도 나 르 실력은 녹슬지 않았나,0
"라운드를 이길 때마다 번호 한자리를 공개하기로 하였는데, 투보의 비교적 처참한 게임 실력 때문에 방송에 등장한 번호가 증가하기 시작했다.010",0
게임 실력은 괜찮은 편이다.,1
"방송 초기에는 게임 실력이 평균 이하였는데, 인 디게임인 ' 데드 라이트 '를 플레이하고 유 튜브에 올린 후 사람들의 악플을 보고 이후 영상을 올릴 때는 헤맨 부분은 철저히 잘라서 올리는 습관을 갖게 되었다.",1
"현재는 게임 실력이 많이 늘어서, 오히려 보통 사람들보다 더 나으면 나았지 답답한 진행을 보여 주진 않는다.",1
그래도 2017년 1월에 11개월 만에 플레이한 투기장에서는 사냥꾼으로 떡 대 야수 메디브덱을 만들어 7승 3패까지 기록하는 등 괜찮은 실력을 보였다.,1
영웅 리그에서 유독 고전하는 편. 높은 빠대 MMR이 무색하게도 2016년 시즌 3 등급 전 배치고사에서 실버 2라는 초라한 성적을 받고 좌절의 비명과 함께 은 냥이 가 되었다.,0
"그 시즌 내내 실버를 벗어나지 못했고, 2017년 3월 17일에 시즌이 새롭게 시작하자 배치고사를 잘 치는 것으로 재기를 노렸지만 결과는 실버 1. 골드 문턱에서 상승 하락을 반복하며 쉽게 올라가지 못하는 그의 모습에 은빛 십자군 입단 드립까지 나왔다.",0
"본인도 히 오스 방송을 진행하면 방송 제목을 실버 레스토랑이라고 적으며 자학할 정도. 다행히 2017년 5월 12일 새벽, 약 191일에 달하는 실버 생활 끝에 골드 5에 입성하는데 성공하면서 실버 수문장 타이틀 만큼은 벗을 수 있게 되었다.",0
팀 평균 실버 3 티 어로 진정한 가족 같은 친구들이 모여 참가했다.,0
"[7] 본인의 기량이 떨어진 건지, 아니면 다른 멤버들의 실력이 올라 선 지는 알 수 없지만, 현재 늪지대 내에서 상대적으로 컨트롤이 좋다고",1
"남자라면 오직 직진! 너 불과 중력, 핑 맨 그리고 악어가 칼질에서 뛰어난 실력을 보여주는 이유는 무빙으로 상대의 칼을 회피하기 때문인데, 반응 속도가 떨어지는 멋 사는 클릭속도의 이점을 발휘하지 못하고 [9] 무빙을 치는 멤버들에게 뚜드려 맞는 것이다.",0
[10] [11] 마인 크래프트 지식이나 건축 실력도 뛰어 나 건축 관련 컨텐츠를 진행할 때는 멋 사가 거의 총괄역할을 맡기도 한다.,1
요리에 관심이 많고 실력 또한 출중한 듯. [33] 방송에서 일명 ' 멋 페 라' 나 오래된 가요를 부르는 모습이 자주 나오고 늪 컴에서 사업 아이템을 뮤직비디오로 삼는 것을 보아 노래 부르기를 꽤 좋아하는 듯. EDM에도 손을 대는 모습을 보인다.,1
"눈이 코 패스 ( 싸 이꽃 패스) 게임을 플레이할 때 종종 사이코 패스 같은 성격이 나와 장난으로 붙여진 별명. 눈이 보그 모드 스토리 리뷰에서 눈꽃이 사이 보그 역을 맡을 때 팬들이 지어 준 별명. 벚꽃 죽음의 편지 벌칙으로 2018년 1월 28일 12시간 여장 캠 방에서 여장을 했을 때 붙여진 별명. 갓 눈꽃 빛 눈꽃 컨트롤 실력이 상 위급에 위치해서, 방송 중 팬들의 감탄사 용도로 자주 사용되는 별명. 갓 눈꽃은 현재 눈꽃 방송국의 트위치 이모 티 콘으로 만들어 져 있다.",1
"( 기억나는 건 삼식뿐이라고..) 따라서 핵전쟁 시즌 2에도 서 넹 국 일꾼으로 참여했었는데, 이때 마인 크래프트 컨트롤 실력이 어마어마한 일꾼이라는 이미지로 모두의 머리 속에 단번에 각인되었다. .",1
"멤버들 중에서 리그 오브 레 전드, 오버 워치 실력이 가장 뛰어나며, 멤 버들끼리 팀 전 경쟁을 할 때에도 팀 밸런스를 눈꽃이 짜기도 한다.",1
위에 말했듯 마인 크래프트 컨트롤 실력 또한 멤버들 중에서 가장 뛰어나다.,1
"[7] 그 뒤, 2018년 08월 13일, 2019년 04월 13일에 진행 된 서열정리에서 모두 1위를 차지하면서 본인의 실력을 드러냈다.",1
오버 워치 실력 또한 크루 내에서 가장 좋아 마스터로 갈 수 있었지만 번번히 패 작과 핵 유저를 만 나 생 방을 볼 때마다 근처에 갔다가 떨어지곤 해 생방송 시청자들이 아쉬움을 남기기도 했다.,1
[24]. 2019년 5월 7일 드디어 승급 전 3승 1패로 골드 승급에 성공했다.,1
"아 발론 및 롤 초창기 시절엔 천상계 정 글러로 더 알려 져 있었으나 [17] 프로 게이 머 데뷔를 미 드로 시작했고, 한때는 LCK를 대표하는 최고의 미 드이자 세계에서도 순위 안에 꼽혔던 인물이었다.",1
인터뷰 [43] 브록사트 위치 방송 중 본인이 지금까지 상대해 본 프로 정글 러 중 최고로 앰비션을 뽑으며 17 년도 롤 드컵 때 삼성 갤럭시와 스크림을 하고 나서 그의 실력에 엄청난 존경심이 생겼다고,1
해 당 클립 번역 [44] 얀 코스 앰 비 션의 실력이 대단하다고,1
여기에 추가로 류를 칭찬하는 발언을 하기도. 빠레기는 시선에서 아웃 다시 말해 한국 미드라 인의 수준이 다른 나라보다 훨씬 앞서며 실력으로 다 짓눌러 줄 수 있으니 올스타 전에 대해 걱정 말라는 패기를 보였다.,1
년 1월 13일 세 번째 롤 계정이 배치고사를 1승 9패로 마치고 골드에 안착하는 사태가 일어났다.,1
"그때 당시 방송 제목은 ""NA 's last stand against the Chinese hacker invasion"". 핵을 제외한 1등이 아닌 리더 보드 상 점수 차로 혼자서 핵을 다 재치고 1등을 찍었다는 건 솔로에서는 세계 정상급 실력. 그 밖에도 자주 1등을 찍지만 듀오 스쿼드에 열중할 때도 있어서 순위권 유지를 못한다.",1
"1번 캐리 포지션인데, 쓰로잉이 잦은 편이었기에 실력도 프로 급은 아니었다고",0
"리그 오브 레 전 드의 계급으로 비교한다면 플레티넘에서 다이 아몬드 티어 정도. 가브리엘이 도타하던 시절 4천 중반이면 세미프로- 프로 급이 맞다는 사람들이 있으나, 당시에도 솔 랭 1위는 6천대에 프로 급은 5천 중 후반이었던 걸 생각하면 현 재의 롤로 따 치환했을 때 대략 다이아 상위권~ 마스터 하위권 정도. 이에 대해 5월 15일 방송에서 해명하길 롤은 여러 가지 사이트로 MMR를 확인할 수 있는 반면 도타는 레이팅을 보여주는 사이트가 없다고 한다.",1
# 배 그를 시작하고 나서 프랭코라는 스트리머와 자주 게임을 하는데 실력이 상당하다.,1
"하며, 기존 티어는 실 버지만 챔피언에만 익숙해 지면 골드 정도는 올라갈 수 있을 것으로 보였다.",0
"배 그에서 치킨 뜯는 실력이 어디 가지 않았는지 상당한 실력을 보여주는 중 .2018 년 11월 그러나 콜 오브 듀티 블랙 옵스 4의 여러 가지 문제점들이 전혀 개선되지 않는 모습을 보이며 국내 유저 수가 급감하고 인기가 떨어지자, 생방송 시청자 수와 유 튜브 조회 수가 떨어지는 모습을 보여 다시 배그 방송으로 선회하였다.",1
승승장구하며 가 비 특유의 FPS 실력을 보여주었고 프랑코와의 찰떡 같은 케미도 볼만한 요소였다.,1
그러나 이후 점점 실력이 되돌아왔다.,1
실력은 보통 KDA가 2를 못 넘는다.,0
경기에선 나름대로 잘하는 모습을 보여주며 2대 0으로 이겼고 마지막에 실력 승 동 전패라는 말을 남기고 정신 승리를 시전했다.,1
실력 자체는 쓸 만하지만 귀신같이 10 위권 근처에서만 맴도는 중이었다.,1
"둘 다 수준급 실력을 자랑하는 방송을 보여줌으로써 자주 합방 무 새를 양산하기도 하지만, 그만큼 재미를 보장하는 듀오가 탄생했다.",1
북미 내 솔로로는 거의 정상급 실력. 40등까지 밀려나더니 핵쟁이가 다 밴 먹고 11월 초 기준 1위를 유지하고 있다.,1
게임 이해도가 높아 설명하는 영상도 자주 올리며 대부분의 게임에서 최상 위권의 실력을 보여준다.,1
의지의 히어로 일반 맵 前 세계 1위의 실력자. 최고기록은 5746점이다.,1
다만 라이더 실력도 영 좋지 않아서 진지하게 플레이하는 영상보단 주작 컨텐츠가 많이 올라오는 편. 요즘엔 한 애플리케이션으로 스파 키 같은 클 로의 차를 따라해 만든다.,0
현재 가장 많이 하는 컨텐츠. 다이아 1~2를 왔다갔다 할 정도의 수준급 실력을 가지고 있다.,1
