,sentences
163,인간이었다가 생체 실험으로 늑대 인간이 되었다는 설 정이 프로젝트에 어울린다고 생각했는지 처음으로 동물형 챔피언인 워윅이 프로젝트 스킨을 받게 되었다.
164,그래서 인지 외형이 프로젝트보다는 메 카나 시공간 침략자스럽다는 평가가 있다.
165,다른 4 세대 프로젝트 스킨과 달리 폐기물이 아닌 복수 하러 오는 걸 저지하기 위해 프로젝트 주식회사에서 제작했으나 완성 직전 파 이크 일당에게 풀려나
166,미친 듯이 도시를 날뛴다는 설정이다.
167,귀환 모션 후반에 늑대 인간으로 개조되기 전의 인간의 얼굴이 보인다.
168,"프로젝트에서 폐기된 후, 이 렐 리 아는 무법 지대에 자리 잡았습니다."
169,"그리고 기업의 암살자와 구식 살인 기계, 광범위한 생태계 붕괴에서 살아남으려는 다른 추방 자들을 규합했죠."
170,이제 그녀는 프로젝트를 영원히 끝내기 위해 도시 함락 작전에 합류합니다.
171,자신이 아끼던 모든 것을 워윅의 손에 잃을 수도 있는 상황에서도 말이죠.
172,"프로젝트 4 세대 추방 자들을 규합한 장본인. 파이크의 대사에 의하면 이 렐 리 아가 파이크에게 부탁을 했던 것으로 추정되나, 위험한 일에는 최대한 조심하려 했던 것으로 보인다.이"
173,렐 리아를 비롯한 추방 자들은 프로젝트에 의해 버려 졌습니다.
174,기업의 탐욕을 상징하는 모래로 뒤덮인 건축물이 가득 한 황무지로 말이죠.
175,이들은 버려 지기 전의 기억을 종종 떠올립니다.
176,그 찰나의 기억들은 이들이 오래전 잃어버린 인간성을 마지막으로 보여주죠.
177,아 칼리는 최신 기술이 사용된 프로젝트 실험 대상이었습니다.
178,"하지만 어쩐 일인지 도시를 탈출한 후, 황무지 사람들에게 검증되지 않은 초강력 무기의 위험성을 알렸죠."
179,시간이 촉박한 상황에서 다른 방도가 없었던 추방 자들은 초거대 기업을 무너뜨리기 위해 아 칼리를 따르기로 했습니다.
180,비록 이 새로운 동료가 기업의 이중 간첩 일지도 모른다는 의심이 들긴 했지만 말이죠.4
181,세대 프로젝트 빌 런 사이드. 배경 설정에 의하면 이중 간첩이라고 하며 귀환 모션 또한 프로젝트 사의 드론을 부수는 다른 4명의 챔피언과 다르게 드론에 수송되는 듯한 모습. 원래 파이크의 편이었으나 프로젝트 측으로 돌아섰다.
182,파이크의 대사에서는 배신자라고 언급된다.
