,sentences
208,임 혜 진: 불편한 발언 [33 ]으로 인해 그것을 메우라고 수정하였는데 시청자들이 이것을 참조하여 이 호진에서 호를 메로 바꾸어 이 메 진이라 불리게 되었다.
209,어느 순간 이 메 진에서 임혜진으로 변형되었다.
210,"모기: 주로 합방 없이 혼자서 방송하다가 2020년 상반기부터 대기업들과 합방을 하고 탐방을 하게 되었는데, 그 부분에 대해서 의식하고 있는지 자기 자신을 모기라고 칭하고 있다."
211,하지만 시청자들은 극락을 외칠 만큼 이러한 컨텐츠를 즐겨 보고 있다.
212,시청자 수도 그전에 비해 눈에 띄게 상승했다.
213,"프로 게이 머 시절 때의 팬들은 그냥 노안, 그리고 이적 후 팀의 유니폼 등과 맞물려 교장 선생님, 도덕 선생님, 부장님 호부장 등으로 놀리고 있다."
214,"스멥, 쿠로, 위즈덤은 학생 혹은 신입사원 그러고 보니 셋 다 IM 출신 배틀 그 라운드가 흥행하기 전부터 배 틀 그라운드방송을 한 시초 격 이자 최초 BJ 이다."
215,"실력은 미필치고 상당한 수준이며, 미션 성공률이 높은 편이다."
216,여타 다른 배 틀 그라운드 BJ와는 달리 시청자 참여가 활발하게 이루어지는 편이다.
217,한 때 롤 방송과 비슷한 시청자 수를 유지하는 등 잠깐 흥했으나 본인이 어지러움을 많이 느끼는지 최근 들어서는 잘 안하는 듯하다.
218,배틀 그라운드와 마찬가지로 오버워치가 나오자마자 플레이하였다.
219,"게임에 재능이 있었던 건지, 시즌 1부터 바로 랭커를 찍었다고"
220,한다.
221,이후에도 아프리카 BJ 멸망 전에 활발히 참여했으며 방송적으로도 열심히 하였다.
222,"최근에도 롤 방송 종료 후, 오버 워 치를 플레이하는 등 컨텐츠적으로 이어 가고 있기는 하다."
223,"여담으로, 라인 하르트를 자신 있어 한다."
224,워낙 게임을 좋아하다 보니 본인이 게임을 이것저것 즐겨 보는 편이다.
225,"[41] 하스 스톤, 스타 크래프트, 포트 나이트, 스팀게임 ( 그림 던, 데드 바이 데 스트, 아웃 라스트 ,VRchat 등등), 월드 오브 워크 래프트, 디아블로, 라 그 나로 크, 검은 사막 모바일 등등 안 해본 게임이 없을 정도로 왠 만한 게임은 다 방송에서 손을 대봤다."
226,특히 RPG 장르 게임을 굉장히 좋아한다.
227,문제는 빠른 손 절.... 하루 이틀간 다 ㄹ ㅇ 진성 마니아 여서 인지 손대는 게임마다 발군의 게임 센스와 재능을 보여주는 편이다.
228,[42 ]2020 년 7월부터 는 VR 장비와 함께 VR 컨텐츠를 진행 중이다 아노쨩을 찾아서
